TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"C-1998782","Magic","Modern Horizons 2","Murktide Regent","Purplemana SKU: [XX-01281-54968]","52","M","Lightly Played","","","","","1","0","14.9500","https://static.tcgplayer.com/3D222BC9-3E3D-448C-996E-820AC2ACEB74"
"C-1998786","Magic","Modern Horizons 2","Sword of Hearth and Home (Borderless)","Purplemana SKU: [XX-01281-54960]","324","M","Lightly Played","","","","","1","0","14.9500","https://static.tcgplayer.com/8C53DF53-DAEC-4880-AFB7-803569E9ABAC"
"C-1998781","Magic","Modern Horizons 2","Sword of Hearth and Home (Borderless)","Purplemana SKU: [XX-01281-54961]","324","M","Lightly Played","","","","","1","0","14.9500","https://static.tcgplayer.com/AD1A1569-9CE2-45AF-AF69-3BDA6B14366B"
"C-2013423","Magic","Modern Horizons 2","Yavimaya, Cradle of Growth (Extended Art)","Purplemana SKU: [AM-01313-56535]","480","R","Near Mint Foil","","","","","1","0","23.0000","https://static.tcgplayer.com/9D18F346-7222-4D74-8946-F200648768A6"
"3315907","Magic","Modern Masters 2017","Misty Rainforest","","240","R","Near Mint Foil","30.69","31.30","30.6900","30.6900","0","0","107.0000",""
"C-2011424","Magic","Morningtide","Vendilion Clique","Purplemana SKU: [AP-01308-56276]","","R","Moderately Played","","","","","1","0","34.5000","https://static.tcgplayer.com/32063658-9D0C-408D-AD4A-4E591E29F755"
"C-2013510","Magic","Morningtide","Vendilion Clique","Purplemana SKU: [AP-01308-56273]","","R","Moderately Played Foil","","","","","1","0","34.5000","https://static.tcgplayer.com/70730D46-5DDF-4898-B3BA-4223BF3E3558"
"C-2013410","Magic","Morningtide","Vendilion Clique","Purplemana SKU: [AP-01308-56275]","","R","Moderately Played Foil","","","","","1","0","34.5000","https://static.tcgplayer.com/3BDD8C08-DC92-47B2-A579-09FD29EDAD16"
"C-2013515","Magic","Oath of the Gatewatch","Kalitas, Traitor of Ghet","Purplemana SKU: [XX-01271-54347]","86","M","Lightly Played","","","","","1","0","34.5000","https://static.tcgplayer.com/ED38AE24-9BD2-43D7-9D24-328913A32501"
"C-1915088","Magic","Onslaught","Polluted Delta","Purplemana SKU: [XX-01009-22056]","","R","Moderately Played","","","","","1","0","1350.0000","https://static.tcgplayer.com/D478CFC9-3692-41D1-985A-0BC09C226009"
"C-1917922","Magic","Onslaught","Wooded Foothills","Purplemana SKU: [XX-01006-21849]","330","R","Moderately Played","","","","","1","0","891.2500","https://static.tcgplayer.com/081BBC56-E9B7-4108-A502-39CE1B1BA7A5"
"C-1924571","Magic","Planar Chaos","Planar Chaos - Booster Box","Purplemana SKU: [AM-00972-19698]","","","Unopened","","","","","1","0","977.5000","https://static.tcgplayer.com/94150FD4-8AC8-44B5-9CC9-CE71C5CAB8A6"
"C-2013434","Magic","Planar Chaos","Urborg, Tomb of Yawgmoth","Purplemana SKU: [XX-01304-56177]","165","R","Moderately Played Foil","","","","","1","0","138.0000","https://static.tcgplayer.com/C4D158DB-6008-40C9-ADDD-09C1770E32AA"
"C-1999143","Magic","Ponies: The Galloping","Ponies: The Galloping Box Set","Purplemana SKU: [XX-01254-52504]","","","Unopened","","","","","1","0","159.8500","https://static.tcgplayer.com/ECDB2AD5-52A2-4701-98A8-A64FA57C7FBF"
"C-1998298","Magic","Prerelease Cards","Archon of Cruelty","Purplemana SKU: [XX-01271-54308]","75","M","Near Mint Foil","","","","","1","0","23.0000","https://static.tcgplayer.com/26ABF0AB-8C3D-4F7D-A3C3-B1A35938E1E3"
"C-2011391","Magic","Ravnica: City of Guilds","Doubling Season","Purplemana SKU: [WP-1148-24192]","158","R","Moderately Played Foil","","","","","1","0","143.7500","https://static.tcgplayer.com/7D114B47-A22E-4B96-BE34-BF2E21662618"
"C-1998951","Magic","Ravnica: City of Guilds","Overgrown Tomb","Purplemana SKU: [WP-1093-22951]","279","R","Lightly Played Foil","","","","","1","0","228.8500","https://static.tcgplayer.com/585FAB17-A765-47C3-9A90-168924AF34DE"
"C-2013508","Magic","Return to Ravnica","Cyclonic Rift","Purplemana SKU: [AM-01313-56583]","35","R","Moderately Played","","","","","1","0","34.5000","https://static.tcgplayer.com/06843D4E-8624-4FA7-BAD7-0B06BC3804FF"
"C-1973841","Magic","Revised Edition","Badlands","Purplemana SKU: [AM-00928-10377]","","R","Heavily Played","","","","","1","0","262.0000","https://static.tcgplayer.com/CBF5D530-567F-454F-A45A-47EAA1B26BCF"
"C-1973665","Magic","Revised Edition","Badlands","Purplemana SKU: [MOR-874-017]","","R","Heavily Played","","","","","1","0","269.0000","https://static.tcgplayer.com/99422131-712A-4003-B865-2922B90DBB31"
"C-1998210","Magic","Revised Edition","Badlands","Purplemana SKU: [XX-01322-57144]","","R","Heavily Played","","","","","1","0","286.3500","https://static.tcgplayer.com/11803AB9-9528-4EE7-AE2F-0965A5099480"
"332913","Magic","Revised Edition","Bayou","","","R","Moderately Played","327.14","345.72","335.0000","335.0000","0","0","293.9000",""
"C-1973656","Magic","Revised Edition","Bayou","Purplemana SKU: [XX-01266-54096]","","R","Moderately Played","","","","","1","0","402.5000","https://static.tcgplayer.com/94BE24FF-0BD5-4C76-AA42-F0A2DAFE3844"
"C-1998938","Magic","Revised Edition","Plateau","Purplemana SKU: [AM-00928-10536]","","R","Moderately Played","","","","","1","0","298.9900","https://static.tcgplayer.com/0AD12779-A8CD-48B0-8CF8-BD23A8F18F7B"
"C-1986066","Magic","Revised Edition","Plateau","Purplemana SKU: [JL-032422-8463]","","R","Heavily Played","","","","","1","0","286.8600","https://static.tcgplayer.com/9C04E4AF-503B-4022-90D0-EAEEC8A4F498"
"C-1986060","Magic","Revised Edition","Scrubland","Purplemana SKU: [XX-01305-56217]","","R","Lightly Played","","","","","1","0","309.3500","https://static.tcgplayer.com/52CDAD50-527A-4A2E-B229-16D689955832"
"333119","Magic","Revised Edition","Scrubland","","","R","Moderately Played","235.17","","231.9800","229.9900","0","0","164.0000",""
"C-1976513","Magic","Revised Edition","Scrubland","Purplemana SKU: [AM-00928-10552]","","R","Moderately Played","","","","","1","0","249.0000","https://static.tcgplayer.com/BE0DB6C9-191A-4E56-AD45-9AB473A6931A"
"C-1976510","Magic","Revised Edition","Scrubland","Purplemana SKU: [AM-00966-19562]","","R","Moderately Played","","","","","1","0","249.0000","https://static.tcgplayer.com/C0F9340E-B535-4F55-8B9E-A859951DAA9E"
"333146","Magic","Revised Edition","Taiga","","","R","Moderately Played","255.21","275.00","250.9600","249.9900","0","0","187.2800",""
"C-1986055","Magic","Revised Edition","Taiga","Purplemana SKU: [XX-01305-56223]","","R","Moderately Played","","","","","1","0","316.2500","https://static.tcgplayer.com/62DB01CC-7440-40D7-8C77-68A1112B5195"
"C-1932330","Magic","Revised Edition","Tropical Island","Purplemana SKU: [AM-00966-19566]","","R","Lightly Played","","","","","1","0","529.0000","https://static.tcgplayer.com/32EA10FF-2E11-43DB-AF4E-D521853A5F7C"
"C-1973491","Magic","Revised Edition","Tropical Island","Purplemana SKU: [AM-00993-20391]","","R","Lightly Played","","","","","1","0","549.0000","https://static.tcgplayer.com/D955C167-CAE1-435D-BDB2-01E585E42638"
"C-1932369","Magic","Revised Edition","Tropical Island","Purplemana SKU: [AM-00928-10539]","","R","Moderately Played","","","","","1","0","661.2500","https://static.tcgplayer.com/92B818C7-6FC5-47BC-A1F4-34865C6C95E5"
"C-1932365","Magic","Revised Edition","Tropical Island","Purplemana SKU: [AM-00928-10540]","","R","Moderately Played","","","","","1","0","671.2600","https://static.tcgplayer.com/62940F25-E713-4878-BBDB-CCA131949675"
"C-1936320","Magic","Revised Edition","Tropical Island","Purplemana SKU: [AM-00928-10541]","","R","Moderately Played","","","","","1","0","661.2500","https://static.tcgplayer.com/5E5478C0-8CF5-417F-B901-4FD9810A627C"
"C-1932346","Magic","Revised Edition","Tropical Island","Purplemana SKU: [AM-00928-10543]","","R","Moderately Played","","","","","1","0","690.0000","https://static.tcgplayer.com/0AAFC90F-14A9-4855-97ED-B4140AAC6AB3"
"C-1932367","Magic","Revised Edition","Tropical Island","Purplemana SKU: [AM-00928-10545]","","R","Moderately Played","","","","","1","0","661.2500","https://static.tcgplayer.com/282C39C9-6AE4-40C9-BD78-A78B97910397"
"C-1992397","Magic","Revised Edition","Tundra","Purplemana SKU: [XX-01305-56218]","","R","Lightly Played","","","","","1","0","482.9900","https://static.tcgplayer.com/8A330DB9-DDCE-4036-8D77-FC77B2193DB9"
"C-1973532","Magic","Revised Edition","Tundra","Purplemana SKU: [AM-00928-10392]","","R","Moderately Played","","","","","1","0","429.0000","https://static.tcgplayer.com/13FD1CA8-8E6F-4520-A4CA-E57E587A83A2"
"C-1973547","Magic","Revised Edition","Tundra","Purplemana SKU: [AM-00928-10396]","","R","Moderately Played","","","","","1","0","399.0000","https://static.tcgplayer.com/F76A4FFA-F7CC-40DD-8697-6DD2FE460B62"
"C-1973536","Magic","Revised Edition","Tundra","Purplemana SKU: [AM-00928-10397]","","R","Moderately Played","","","","","1","0","429.0000","https://static.tcgplayer.com/9AED99FC-6D4B-45AC-A7A8-F730AD17003D"
"C-1973506","Magic","Revised Edition","Tundra","Purplemana SKU: [AM-00928-10398]","","R","Moderately Played","","","","","1","0","399.0000","https://static.tcgplayer.com/13E2BDF1-DC6B-4D51-B613-CE57C64EF45A"
"C-1973552","Magic","Revised Edition","Tundra","Purplemana SKU: [AM-00928-10546]","","R","Moderately Played","","","","","1","0","399.0000","https://static.tcgplayer.com/60BEF32E-035D-4518-930F-FABBEBA33B90"
"C-1945841","Magic","Revised Edition","Underground Sea","BOOP","","R","Moderately Played","","","","","1","0","718.7500","https://static.tcgplayer.com/22FC4D80-9C5E-4977-A87F-DB75B878D35F"
"C-1932357","Magic","Revised Edition","Underground Sea","Purplemana SKU: [AM-00993-20384]","","R","Moderately Played","","","","","1","0","529.0000","https://static.tcgplayer.com/5CBEBEF3-07BA-4453-8F2C-31159AE49A42"
"C-1932366","Magic","Revised Edition","Underground Sea","Purplemana SKU: [AP-03072022-4663]","","R","Moderately Played","","","","","1","0","665.8500","https://static.tcgplayer.com/5BFBAF91-C5EC-46AE-A563-41ECCB4C135C"
"C-1932328","Magic","Revised Edition","Underground Sea","Purplemana SKU: [T169-0317-1]","","R","Moderately Played","","","","","1","0","589.9900","https://static.tcgplayer.com/C7D1D555-E145-4926-9116-D983BF8298CF"
"C-1932336","Magic","Revised Edition","Underground Sea","Purplemana SKU: [XX-01280-54884]","","R","Moderately Played","","","","","1","0","599.9900","https://static.tcgplayer.com/A428AE98-B5BE-4BA8-AB99-562C20236B1F"
"C-1973493","Magic","Revised Edition","Underground Sea","Purplemana SKU: [AM-00928-10401]","","R","Heavily Played","","","","","1","0","499.0000","https://static.tcgplayer.com/BBFA9F2C-4237-4665-AADE-F3EB340E9D3B"
"C-1973197","Magic","Revised Edition","Underground Sea","Purplemana SKU: [AM-00966-19565]","","R","Heavily Played","","","","","1","0","499.0000","https://static.tcgplayer.com/4E6E980F-1E19-4849-877F-54AC8600583C"
"C-1973281","Magic","Revised Edition","Underground Sea","Purplemana SKU: [AP-03072022-4664]","","R","Heavily Played","","","","","1","0","585.0400","https://static.tcgplayer.com/40D33D96-20F2-449D-B4BF-6B30E4958024"
"C-1973500","Magic","Revised Edition","Underground Sea","Purplemana SKU: [XX-01273-54517]","","R","Heavily Played","","","","","1","0","499.0000","https://static.tcgplayer.com/DA2D1861-0B9F-4E0E-B837-5E8F5BB512E5"
"317402","Magic","Revised Edition","Underground Sea","","","R","Damaged","438.62","","440.9800","439.9900","1","0","500.0000",""
"C-1924173","Magic","Revised Edition","Volcanic Island","Purplemana SKU: [AM-00928-10573]","","R","Lightly Played","","","","","1","0","747.5000","https://static.tcgplayer.com/A616B22B-56A1-4BA9-91F1-3223C1DF2043"
"C-1924277","Magic","Revised Edition","Volcanic Island","Purplemana SKU: [AM-00928-11699]","","R","Lightly Played","","","","","1","0","747.5000","https://static.tcgplayer.com/3755855B-9AD7-49D6-B359-D9228A8EF0D4"
"C-1932338","Magic","Revised Edition","Volcanic Island","Purplemana SKU: [AM-00928-10281]","","R","Moderately Played","","","","","1","0","718.7500","https://static.tcgplayer.com/A0145544-D090-4786-A705-FEA30690ED28"
"C-1932342","Magic","Revised Edition","Volcanic Island","Purplemana SKU: [AP-03072022-4670]","","R","Moderately Played","","","","","1","0","589.0000","https://static.tcgplayer.com/C6D51193-9C23-405C-94E4-0C9090B797DC"
"C-1986071","Magic","Revised Edition","Wheel of Fortune","Purplemana SKU: [AM-00928-10405]","","R","Moderately Played","","","","","1","0","263.3500","https://static.tcgplayer.com/10E3BA80-4788-4315-A9D6-333D07D96B50"
"C-1992220","Magic","Revised Edition","Wheel of Fortune","Purplemana SKU: [XX-01271-54268]","","R","Moderately Played","","","","","1","0","276.0000","https://static.tcgplayer.com/13AA439D-2015-4696-834B-BE914920ED43"
"C-1989266","Magic","Revised Edition","Wheel of Fortune","Purplemana SKU: [XX-01305-56208]","","R","Moderately Played","","","","","1","0","258.7500","https://static.tcgplayer.com/E4994684-C486-4738-9F9D-41B5FAA92D16"
"C-1989266","Magic","Revised Edition","Wheel of Fortune","Purplemana SKU: [XX-01305-56208]","","R","Moderately Played","","","","","1","0","258.7500","https://static.tcgplayer.com/C9AEF25E-A8DA-4ED0-8B0C-99A17876D77F"
"C-1998220","Magic","Revised Edition","Wheel of Fortune","Purplemana SKU: [XX-01322-57145]","","R","Moderately Played","","","","","1","0","230.0000","https://static.tcgplayer.com/F81A26D5-8BF9-40A3-ABCE-1446E7AD7C80"
"C-1998146","Magic","Revised Edition","Wrath of God","Purplemana SKU: [AM-01313-56557]","","R","Moderately Played","","","","","1","0","5.7500","https://static.tcgplayer.com/87B6B04F-FE74-43C6-A375-4F3B5C1E3FFC"
"C-2013511","Magic","Rivals of Ixalan","The Immortal Sun","Purplemana SKU: [XX-01281-54975]","180","M","Near Mint","","","","","1","0","32.2000","https://static.tcgplayer.com/1B6FE9EC-5FCF-49E6-9419-D38229AA3335"
"C-1998797","Magic","Saviors of Kamigawa","Choice of Damnations","Purplemana SKU: [XX-01269-54257]","62","R","Lightly Played","","","","","1","0","10.3500","https://static.tcgplayer.com/25E53EF1-93AA-47D8-811D-CD7A18BC099F"
"C-1998789","Magic","Scars of Mirrodin","Painful Quandary","Purplemana SKU: [XX-01271-54330]","","R","Lightly Played","","","","","1","0","14.2400","https://static.tcgplayer.com/5665CD5A-A191-42B4-ADBF-9C9B7A74DA89"
"C-2014291","Magic","Scourge","Temple of the False God","Purplemana SKU: [AM-01313-56580]","143","U","Moderately Played Foil","","","","","1","0","51.7500","https://static.tcgplayer.com/B7A9D629-E55C-432E-A8AC-3C2E171E0064"
"4341861","Magic","Secret Lair Drop Series","Athreos, God of Passage","","76","M","Near Mint Foil","32.93","","32.4500","32.4500","0","0","15.8000",""
"4341871","Magic","Secret Lair Drop Series","Ephara, God of the Polis","","72","M","Near Mint Foil","7.42","9.97","6.2100","5.2200","0","0","5.9900",""
"4341886","Magic","Secret Lair Drop Series","Erebos, God of the Dead","","74","M","Near Mint Foil","21.45","","21.4000","21.4000","0","0","11.9800",""
"4341856","Magic","Secret Lair Drop Series","Kruphix, God of Horizons","","73","M","Near Mint Foil","11.08","","11.0900","11.0900","0","0","11.2900",""
"4341876","Magic","Secret Lair Drop Series","Nylea, God of the Hunt","","80","M","Near Mint Foil","10.56","","11.4900","11.4900","0","0","9.9900",""
"4341881","Magic","Secret Lair Drop Series","Pharika, God of Affliction","","82","M","Near Mint Foil","4.23","","4.9900","4.0000","0","0","2.9900",""
"4341891","Magic","Secret Lair Drop Series","Phenax, God of Deception","","75","M","Near Mint Foil","19.06","","18.9000","18.9000","0","0","12.7500",""
"4341854","Magic","Secret Lair Drop Series","Secret Lair Drop: Theros Stargazing: Vol.I (Heliod)","","","","Unopened","54.36","","56.9800","56.9800","0","0","39.0000",""
"4341851","Magic","Secret Lair Drop Series","Secret Lair Drop: Theros Stargazing: Vol.IV (Purphoros)","","","","Unopened","58.82","","59.5800","59.5800","0","0","46.9200",""
"4341901","Magic","Secret Lair Drop Series","Thassa, God of the Sea","","71","M","Near Mint Foil","18.42","","18.4700","18.4700","0","0","14.9900",""
"4341916","Magic","Secret Lair Drop Series","Xenagos, God of Revels","","81","M","Near Mint Foil","17.60","","16.9900","16.0000","0","0","17.9400",""
"C-1999066","Magic","Secret Lair Series","Secret Lair: Ultimate Edition Box","Purplemana SKU: [XX-01254-52501]","","","Unopened","","","","","1","0","205.8500","https://static.tcgplayer.com/4F932AD4-CB64-456D-9D71-72C38A29CA3F"
"C-1998299","Magic","Shadowmoor","Polluted Bonds","Purplemana SKU: [XX-01271-54344]","","R","Lightly Played","","","","","1","0","23.0000","https://static.tcgplayer.com/6F02D238-C77D-4365-9CED-2FF5EC81BA81"
"C-1915022","Magic","Shadowmoor","Shadowmoor - Booster Box","Purplemana SKU: [AM-00972-19700]","","","Unopened","","","","","1","0","2300.0000","https://static.tcgplayer.com/F0E0040D-2B1F-4CD5-BA59-02082ACF6D47"
"336658","Magic","Stronghold","Mox Diamond","","","R","Moderately Played","501.45","","502.4400","501.4500","0","0","335.0000",""
"C-1986052","Magic","Stronghold","Mox Diamond","Purplemana SKU: [PM-L3276-55609]","","R","Heavily Played","","","","","1","0","493.3500","https://static.tcgplayer.com/AE71CF80-87C3-498E-9202-CAED538034A3"
"C-1999136","Magic","Stronghold","Sliver Queen","Purplemana SKU: [AM-00928-11698]","141","R","Moderately Played","","","","","1","0","194.3500","https://static.tcgplayer.com/432A3E8F-7DF8-4907-914C-69E3E7F174EB"
"C-1998229","Magic","Stronghold","Volrath's Stronghold","Purplemana SKU: [XX-01322-57154]","","R","Lightly Played","","","","","1","0","80.5000","https://static.tcgplayer.com/D355151F-270C-4F29-892F-7E69A17C08B4"
"C-1998860","Magic","Tempest","Apocalypse","Purplemana SKU: [PM-L3276-55840]","","R","Moderately Played","","","","","1","0","4.6000","https://static.tcgplayer.com/C87FD362-2DBF-43BB-86D2-03EDB05E1149"
"C-2011331","Magic","Tempest","Earthcraft","Purplemana SKU: [SL-012022-101]","","R","Moderately Played","","","","","1","0","144.9000","https://static.tcgplayer.com/F380FAD5-E93D-43B2-B9AB-E7C52948951C"
"C-1998861","Magic","The Dark","Barl's Cage","Purplemana SKU: [PM-L3276-55842]","","R","Lightly Played","","","","","1","0","3.4500","https://static.tcgplayer.com/69EC6C1B-4810-47EA-8D76-D58410308FBF"
"C-1998273","Magic","The Dark","City of Shadows","Purplemana SKU: [XX-01287-54847]","","R","Moderately Played","","","","","1","0","57.5000","https://static.tcgplayer.com/B338C58B-4283-418B-8923-C9C06ED4F0F2"
"C-1992444","Magic","The Dark","Goblin Wizard","Purplemana SKU: [AC-0716-146]","","R","Moderately Played","","","","","1","0","56.3500","https://static.tcgplayer.com/85FA8F3C-9FA4-4D28-9089-2FEF87AC2417"
"C-1998144","Magic","The Dark","Knights of Thorn","Purplemana SKU: [PM-L3276-55594]","","R","Lightly Played","","","","","1","0","5.7500","https://static.tcgplayer.com/3D4454A4-0754-4F41-BFAB-13582570A4F4"
"C-1998859","Magic","The List","Puresteel Paladin","Purplemana SKU: [PL-01282-54304]","20","R","Near Mint","","","","","1","0","5.7500","https://static.tcgplayer.com/A13007C4-7F04-425D-82DB-123BFFECD23A"
"C-1998794","Magic","Theros","Erebos, God of the Dead","Purplemana SKU: [XX-01281-54950]","85","M","Lightly Played","","","","","1","0","12.6500","https://static.tcgplayer.com/39C3C286-096E-4A6D-871C-53BA1A0D79FD"
"C-2013522","Magic","Theros","Purphoros, God of the Forge","Purplemana SKU: [AM-01313-56582]","135","M","Lightly Played","","","","","1","0","26.4500","https://static.tcgplayer.com/47142D43-89B8-430C-BB67-5C16B791163E"
"C-1998885","Magic","Throne of Eldraine","The Great Henge","Purplemana SKU: [AM-01313-56625]","161","M","Near Mint","","","","","1","0","63.2500","https://static.tcgplayer.com/EDBA6377-CE2D-47AD-B978-D141F53A41B2"
"C-1924568","Magic","Time Spiral","Time Spiral - Booster Box","Purplemana SKU: [AM-00972-19697]","","","Unopened","","","","","1","0","1495.0000","https://static.tcgplayer.com/F0B6FDE2-F8E2-479F-A90E-EC2015EF2776"
"C-1997324","Magic","Ultimate Masters","Demonic Tutor","Purplemana SKU: [AP-01309-56317]","93","R","Near Mint","","","","","1","0","42.5500","https://static.tcgplayer.com/040CF573-BF87-4837-AE79-D295F7C4EF56"
"C-1997327","Magic","Ultimate Masters","Demonic Tutor","Purplemana SKU: [AP-01309-56321]","93","R","Near Mint","","","","","1","0","42.5500","https://static.tcgplayer.com/C84C6585-D6E5-4E13-8553-8074C9C0FB66"
"C-1997329","Magic","Ultimate Masters","Demonic Tutor","Purplemana SKU: [AP-01309-56322]","93","R","Near Mint","","","","","1","0","42.5500","https://static.tcgplayer.com/D4B22E55-9BA2-44FE-968B-FA01049FE000"
"C-1998895","Magic","Ultimate Masters","Kozilek, Butcher of Truth","Purplemana SKU: [AM-01313-56623]","6","M","Lightly Played","","","","","1","0","34.5000","https://static.tcgplayer.com/E993013F-B932-43D9-BF73-C3BDDB9797D1"
"C-1998960","Magic","Ultimate Masters: Box Toppers","Mana Vault","Purplemana SKU: [XX-01171-26692]","U29","S","Near Mint Foil","","","","","1","0","216.2000","https://static.tcgplayer.com/F9312D56-B584-46FE-9214-CED42FE56542"
"C-1913922","Magic","Unlimited Edition","Ancestral Recall","Purplemana SKU: [XX-01276-54576]","","R","Lightly Played","","","","","1","0","5518.8500","https://static.tcgplayer.com/D6EAE657-C740-4ED2-8883-98D46582BE81"
"C-1976151","Magic","Unlimited Edition","Ancestral Recall","Purplemana SKU: [XX-01301-55887]","","R","Heavily Played","","","","","1","0","3794.9900","https://static.tcgplayer.com/21256ABD-7139-493E-B1A3-6E909C9EBED4"
"C-1932339","Magic","Unlimited Edition","Badlands","Purplemana SKU: [AP-02162022-4258]","","R","Heavily Played","","","","","1","0","718.7500","https://static.tcgplayer.com/5D0ED58E-F0CB-429E-A705-B58E5003EED8"
"C-1986049","Magic","Unlimited Edition","Badlands","Purplemana SKU: [XX-01304-56188]","","R","Heavily Played","","","","","1","0","550.8500","https://static.tcgplayer.com/09BB0612-05A6-4C78-8D6D-01AD2B5B7B99"
"C-1916507","Magic","Unlimited Edition","Bayou","Purplemana SKU: [AM-00928-12752]","","R","Moderately Played","","","","","1","0","920.0000","https://static.tcgplayer.com/8CD5C6FB-F95D-4575-B1C2-ED30FCC021B7"
"C-2011405","Magic","Unlimited Edition","Berserk","Purplemana SKU: [AM-00928-10439]","","U","Moderately Played","","","","","1","0","115.0000","https://static.tcgplayer.com/B8BADA3B-55F0-4193-84B5-F4C04D754607"
"C-1992430","Magic","Unlimited Edition","Berserk","Purplemana SKU: [AM-00928-12766]","","U","Moderately Played","","","","","1","0","90.8500","https://static.tcgplayer.com/FC777483-00DA-4D8F-A56A-A89DC81CA269"
"C-1999153","Magic","Unlimited Edition","Berserk","Purplemana SKU: [AP-03072022-4513]","","U","Moderately Played","","","","","1","0","102.3500","https://static.tcgplayer.com/962054B0-5238-4C3E-8941-BE8138A40CFA"
"C-1907894","Magic","Unlimited Edition","Black Lotus","Purplemana SKU: [AM-00956-17185]","","R","Moderately Played","","","","","1","0","22998.8500","https://static.tcgplayer.com/56A192BC-9BBA-430F-87D9-39F129EEBBA7"
"C-1913903","Magic","Unlimited Edition","Black Lotus","Purplemana SKU: [XX-01006-21787]","","R","Moderately Played","","","","","1","0","21848.8500","https://static.tcgplayer.com/C961595E-24EF-4AA2-9596-8A1CBB0412AB"
"C-1907909","Magic","Unlimited Edition","Black Lotus","Purplemana SKU: [AM-00956-17186]","","R","Heavily Played","","","","","1","0","12648.8500","https://static.tcgplayer.com/8E29B898-4242-491B-A861-F40CFE352487"
"323810","Magic","Unlimited Edition","Black Lotus","","","R","Damaged","","","9975.0000","9975.0000","0","0","10000.0000",""
"C-1992206","Magic","Unlimited Edition","Black Lotus","Purplemana SKU: [XX-01301-55886]","","R","Damaged","","","","","1","0","12304.9900","https://static.tcgplayer.com/71ED8D0E-4215-4CC8-9E38-F1879F2E2D2E"
"C-1915059","Magic","Unlimited Edition","Chaos Orb","Purplemana SKU: [AP-03072022-4456]","","R","Heavily Played","","","","","1","0","1380.0000","https://static.tcgplayer.com/BBA1D038-1070-4A93-AFA7-647BD66FEF0E"
"C-1916249","Magic","Unlimited Edition","Chaos Orb","Purplemana SKU: [WP-1140-23954]","","R","Damaged","","","","","1","0","999.0000","https://static.tcgplayer.com/FBD5AC0F-F990-4E4E-97AA-43B11A7CA96C"
"C-1997331","Magic","Unlimited Edition","Demonic Attorney","Purplemana SKU: [AC-0716-292]","","R","Lightly Played","","","","","1","0","42.3300","https://static.tcgplayer.com/67F750BE-6480-462F-8891-00F6352278E0"
"C-1998238","Magic","Unlimited Edition","Demonic Tutor","Purplemana SKU: [XX-01319-56916]","","U","Heavily Played","","","","","1","0","57.5000","https://static.tcgplayer.com/58A40981-3728-4854-887D-69DFEEE069CB"
"C-1927255","Magic","Unlimited Edition","Forcefield","Purplemana SKU: [AP-031722-8483]","","R","Lightly Played","","","","","1","0","837.2000","https://static.tcgplayer.com/E0FCE70C-1EA9-4706-B7A7-C6AADBD4BDA4"
"C-1920184","Magic","Unlimited Edition","Gauntlet of Might","Purplemana SKU: [AM-00928-10427]","","R","Moderately Played","","","","","1","0","862.5000","https://static.tcgplayer.com/9A8D2676-A53B-404C-9037-982CC32C50A9"
"C-1924166","Magic","Unlimited Edition","Gauntlet of Might","Purplemana SKU: [JL-032422-8118]","","R","Moderately Played","","","","","1","0","799.0000","https://static.tcgplayer.com/43F4CC93-22A7-4776-9691-1ACE74755DFB"
"C-1917136","Magic","Unlimited Edition","Gauntlet of Might","Purplemana SKU: [JL-032422-8120]","","R","Moderately Played","","","","","1","0","799.0000","https://static.tcgplayer.com/5ABEF752-08D3-4935-B19C-12773283CE5A"
"C-1917931","Magic","Unlimited Edition","Gauntlet of Might","Purplemana SKU: [JL-032422-8121]","","R","Moderately Played","","","","","1","0","862.5000","https://static.tcgplayer.com/E801DA84-2D36-42AA-B0A2-0028EB7CAE7D"
"371186","Magic","Unlimited Edition","Icy Manipulator","","","U","Lightly Played","113.70","","110.9900","110.0000","0","0","33.9900",""
"C-1998226","Magic","Unlimited Edition","Icy Manipulator","Purplemana SKU: [XX-01319-56904]","","U","Lightly Played","","","","","1","0","120.7500","https://static.tcgplayer.com/00B43FBB-61EB-44AF-B519-07B8A98A2FCA"
"C-1992412","Magic","Unlimited Edition","Icy Manipulator","Purplemana SKU: [AP-03072022-4587]","","U","Moderately Played","","","","","1","0","113.8500","https://static.tcgplayer.com/8D16151E-3BEE-450C-9808-9C999E1BD415"
"C-1998227","Magic","Unlimited Edition","Icy Manipulator","Purplemana SKU: [XX-01319-56905]","","U","Heavily Played","","","","","1","0","86.2500","https://static.tcgplayer.com/8EC7E6C1-72AE-4840-B25A-9BCF1A81A1F5"
"C-1992237","Magic","Unlimited Edition","Mana Vault","Purplemana SKU: [WP-1149-20156]","","R","Lightly Played","","","","","1","0","201.2500","https://static.tcgplayer.com/63DC769B-356F-4D7B-95E1-5082CB88A1F0"
"C-1992314","Magic","Unlimited Edition","Mana Vault","Purplemana SKU: [WP-1149-20157]","","R","Moderately Played","","","","","1","0","182.8500","https://static.tcgplayer.com/476C1312-FDFD-41B8-BD61-5ACA6FD04CC4"
